                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.42965,                 0.2675,                 1.0449,                0.97972,                0.90189,                0.96736,                0.89186,                0.45249,                0.32529,                 1.0554,              0.0073072,              0.0073072,              0.0073072
                    139,                0.43173,                0.27425,                 1.0537,                0.96387,                0.93681,                  0.969,                0.89075,                0.43534,                0.30049,                 1.0363,              0.0072874,              0.0072874,              0.0072874
                    140,                0.42653,                0.26368,                 1.0426,                0.98646,                0.91621,                0.96978,                0.89052,                0.44698,                0.31702,                 1.0545,              0.0072676,              0.0072676,              0.0072676
                    141,                0.42377,                0.26313,                 1.0487,                0.98089,                0.93167,                0.98017,                 0.8949,                0.45831,                0.31852,                 1.0769,              0.0072478,              0.0072478,              0.0072478
                    142,                0.42247,                0.26724,                  1.045,                0.97796,                0.94212,                0.97542,                0.89446,                0.43528,                0.29804,                 1.0449,               0.007228,               0.007228,               0.007228
                    143,                0.43037,                0.27234,                 1.0494,                 0.9657,                0.94491,                0.96554,                0.89235,                0.43633,                0.29662,                 1.0599,              0.0072082,              0.0072082,              0.0072082
                    144,                0.42753,                0.27099,                 1.0491,                0.97336,                0.92576,                0.96663,                0.88866,                0.43889,                0.30509,                 1.0577,              0.0071884,              0.0071884,              0.0071884
                    145,                 0.4171,                0.26287,                 1.0386,                0.96882,                0.92576,                0.97232,                 0.8913,                  0.434,                0.31705,                 1.0557,              0.0071686,              0.0071686,              0.0071686
                    146,                0.42513,                0.26551,                 1.0447,                0.97462,                0.95182,                0.98092,                0.89893,                0.43944,                0.30869,                 1.0588,              0.0071488,              0.0071488,              0.0071488
                    147,                0.42176,                0.26695,                 1.0488,                0.97955,                0.92528,                0.97378,                0.89463,                0.44341,                 0.3105,                 1.0554,               0.007129,               0.007129,               0.007129
                    148,                0.43893,                0.28023,                  1.062,                0.97738,                0.92552,                0.97034,                 0.8948,                0.43992,                 0.3022,                 1.0367,              0.0071092,              0.0071092,              0.0071092
                    149,                0.42184,                0.27044,                 1.0455,                 0.9767,                0.93523,                0.97429,                0.89491,                0.45751,                0.29522,                 1.0828,              0.0070894,              0.0070894,              0.0070894
                    150,                0.42572,                0.27007,                  1.053,                0.97911,                0.91413,                0.96524,                0.89113,                0.44741,                0.31918,                 1.0578,              0.0070696,              0.0070696,              0.0070696
                    151,                0.42327,                0.26617,                 1.0444,                0.97946,                0.92456,                0.96427,                0.89374,                  0.425,                0.29981,                 1.0322,              0.0070498,              0.0070498,              0.0070498
